,Open,High,Low,Close,Volume,log_return,upper_bb,middle_bb,lower_bb,slowk,slowd,macd,macdsignal,macdhist,rsi,sma,ema,atr,macd_hist,obv,cci,hash-rate,avg-block-size,difficulty,miners-revenue,mempool-size,lstm_feature,target
2018-03-15,0.07859140418940617,0.07865421507717435,0.07266483910215299,0.07872055658752586,0.011236386450382206,0.7359631086426177,0.12772817790757432,0.10899818112729698,0.08990137503799613,0.12265552002949918,0.15097826351376564,0.4443549215407935,0.46991100400322466,0.4868814865724783,0.32786023217604787,0.11178693979912634,0.10903966845989574,0.15537082717862843,0.4868814865724783,0.010014285770686112,0.38462051867963587,0.016221662379461682,0.2972869727195276,0.020016896560252462,0.1354228002484703,0.0007158813191926696,0.2551275,1
2018-03-16,0.07909130562165027,0.08104759954333049,0.07618212956213091,0.07930332075841529,0.006797152023378423,0.7371546207956785,0.12858800883519095,0.10776150924700237,0.08626797547999589,0.09810772532423746,0.09965962513990763,0.4397399754509308,0.463622226198113,0.48976964993735883,0.33304389939849677,0.11113614798502304,0.10727124185626008,0.1516885311665889,0.48976964993735883,0.01206037872542605,0.4090209121278005,0.022807274911685313,0.2211971493964507,0.020016896560252462,0.15584160282927734,0.006446385785997915,0.2536122,0
2018-03-17,0.0790757567769076,0.07740533655690857,0.07313595260018214,0.07275164515620339,0.00431692171137983,0.6485925111475203,0.129937033470981,0.10629579599973796,0.08157686146609981,0.09087837118334163,0.07867193789543447,0.4334336556067662,0.4571368683791555,0.4874220640125301,0.29937885458279284,0.10987004532308829,0.1051501532718905,0.1476016716086555,0.4874220640125301,0.010348209364100741,0.39506592498359194,0.018965667601221467,0.07364714824753926,0.020016896560252462,0.14021935605304545,0.002559591260936954,0.25107723,1
2018-03-18,0.0723681385175515,0.07586337412385058,0.06657123338821982,0.07752079622080874,0.010675423515467889,0.7898046948519104,0.12972823746037618,0.10449870100046754,0.07799754165981147,0.11121629038745386,0.07471535146677391,0.43149960757173333,0.4515025605249654,0.4975854213118197,0.3440090765368899,0.10873862830578897,0.10350567264229371,0.14834812818042845,0.4975854213118197,0.012916449938201263,0.39531397238579324,0.02439322912863029,0.23137797831794243,0.022668977628207423,0.13498098459029564,0.0033360730583051096,0.24856856,1
2018-03-19,0.07942109601126542,0.08243233233992564,0.07898459382208622,0.0838470869563871,0.01093378145258325,0.8059566222468538,0.12819245860324913,0.10274191764211135,0.07605148864665885,0.16534947972495878,0.09797284530388951,0.43378694428676906,0.4475226097125981,0.5173419836909016,0.3999057662075569,0.1073416506592836,0.1024179847037999,0.14391751824790333,0.5173419836909016,0.015519474302472965,0.4610978791507968,0.02670313421832174,0.2162622354231512,0.025022699576017285,0.15812458555329442,0.0033360730583051096,0.24486023,1
2018-03-20,0.0837055771432225,0.08815855878437939,0.08226813953776163,0.08824346569088848,0.00987839828981498,0.7807294299507203,0.1269775915634279,0.10149710317886881,0.07482026153910533,0.29993778630490736,0.17028205410003378,0.4383965536164968,0.44540169676724944,0.5395428730130525,0.43670793296186894,0.10641954567476007,0.10171367669013337,0.14222972581952326,0.5395428730130525,0.017980408096995564,0.5124643291425646,0.010533798590481286,0.31785227315330983,0.025022699576017285,0.12608811112714385,0.001851749520070816,0.24219702,1
2018-03-21,0.0886471639941628,0.09008715586955837,0.0894913543981444,0.08848923796749636,0.008962824835149237,0.7328597049249373,0.12434846123354207,0.0998017286375209,0.07427989490683044,0.42437377970344875,0.27859657448582575,0.4427105530756189,0.44469984187533007,0.5564894620765733,0.43880301443225034,0.1051272718633972,0.10107231719467022,0.13588547968123735,0.5564894620765733,0.02031807447698089,0.5603669618159614,0.024970705401053075,0.20944309806694944,0.025022699576017285,0.17059961898060466,0.0024100551040634566,0.23972833,0
2018-03-22,0.08867763912248165,0.0889170263225039,0.08503770181023793,0.08536767198609563,0.007489621906554252,0.6943428383051253,0.12099138445344015,0.09782441419299495,0.07398870456908364,0.5004989562782796,0.394517655887113,0.445070486239501,0.44468259530454857,0.5646651500688679,0.416034495253199,0.103621565911391,0.10024994934363252,0.132957787678214,0.5646651500688679,0.01817875145783812,0.5396302869261939,0.019773418949247404,0.3213044656206973,0.025022699576017285,0.1497065192187518,0.0018780247943010918,0.23684087,1
2018-03-23,0.08551826267807568,0.085542342896581,0.08180494631619231,0.08771727923926512,0.008707082473334607,0.7570470949391268,0.11563214675921435,0.09563565219142098,0.0755826203098368,0.553073869440386,0.4820720474395711,0.4485913022444849,0.44548075305419393,0.5744028221151251,0.43827046336063946,0.10260240039748884,0.09964802804025058,0.1299959509724531,0.5744028221151251,0.020481986193297396,0.5273135309480856,0.013998656225018613,0.3500074839717912,0.025022699576017285,0.12912350076794316,0.004070773201614907,0.23443748,0
2018-03-24,0.08809470928881873,0.08732149133413236,0.08663286867054634,0.08442954751729922,0.007875233907682298,0.6922045866874355,0.10910006876960487,0.0932503274349373,0.07812615936449181,0.5337188459043606,0.5198921820560978,0.45018020706750916,0.4464857054527561,0.5768723926356966,0.4126000639502715,0.10184996130105141,0.09885071601361933,0.12451743374504719,0.5768723926356966,0.018290746646702497,0.5476536926303025,0.027280610490744525,0.14479305944494342,0.025022699576017285,0.17569414811328954,0.014481961575680753,0.233938,0
2018-03-25,0.0835989066018971,0.08252604704645217,0.08320514301490595,0.08175055379977905,0.0047298869223739125,0.6985269359129433,0.10036883880601424,0.09066957986877813,0.08281862180055462,0.5024985147290514,0.5205837868299507,0.45053989371877434,0.44737261671538586,0.5754627289377213,0.39193406072583925,0.10083386937882417,0.09791398678762123,0.1180182304987198,0.5754627289377213,0.016522978082938903,0.5058676953642696,0.015153608769864518,0.12043072736445948,0.025022699576017285,0.13396915677083626,0.014481961575680753,0.23305738,0
2018-03-26,0.08182105412352798,0.08020701425138785,0.07485472213585795,0.07729882696641957,0.008612036174020595,0.6762076219911173,0.09417878869775939,0.08851400894503561,0.08545202797976643,0.43711310576031875,0.48047542305103874,0.449051510584201,0.44773890139359196,0.5692453337011758,0.35867634719560876,0.09993127224761374,0.09672054209036826,0.11742090485247074,0.5692453337011758,0.014232539821119262,0.43841639069210314,0.023815752856207517,0.24640366684972898,0.025022699576017285,0.1479406157727223,0.002309660438403037,0.23156725,0
2018-03-27,0.07718019468482253,0.07566907299460404,0.07289002994787891,0.07144836896773275,0.007052494252188667,0.6563514172489708,0.09156653392535838,0.08672571085072611,0.08469431242218804,0.3424102684971799,0.41430585178257806,0.44543711241806083,0.44719839262601296,0.5584162799820008,0.31833726986383687,0.0989003378236716,0.09518729590148281,0.11436045318223816,0.5584162799820008,0.012152069093403026,0.39072316874781776,0.024970705401053075,0.2909427419494727,0.025022699576017285,0.14141112228656014,0.003857924502804269,0.23121248,1
2018-03-28,0.07153332195438303,0.07399172582764643,0.0730781925352677,0.07333613231371387,0.005779781496026868,0.7542443151914665,0.09039613495922355,0.08551771080417178,0.0834895394100257,0.3016791719988867,0.3448467089100311,0.4440435065407445,0.4464445983916993,0.555869195210353,0.34087181172904213,0.09754266252149958,0.09388745672716162,0.10975621949770535,0.555869195210353,0.014061189275621038,0.4145069499604628,0.015153608769864518,0.257049898727928,0.025022699576017285,0.11992920366163703,0.015542927130072907,0.23077397,0
2018-03-29,0.07374498568263059,0.07202940367112717,0.06156084331842909,0.06107468398603709,0.009876788931334103,0.5660203431824393,0.09078595962981365,0.08369644028531933,0.07916068708153125,0.18197918837075686,0.25660130894671235,0.4373746802941279,0.44430362780705995,0.5393033418889925,0.2642768136929047,0.09553903636707638,0.0917979488918359,0.11415282532657652,0.5393033418889925,0.01160047215564049,0.3251179869383954,0.024970705401053075,0.21773458790223915,0.025022699576017285,0.1353948183993201,0.002152488407350735,0.22866325,0
2018-03-30,0.06118743346164002,0.06107499369210737,0.05527116246774627,0.0567970547038992,0.0096707233762295,0.6685577853540737,0.09224914551322402,0.08203984148884633,0.07393038379116983,0.13449722710465672,0.1846886064609084,0.4306161711430088,0.44103223386760076,0.5258036686264052,0.2416576355349601,0.09356496962314713,0.08953850144445158,0.11360120934735,0.5258036686264052,0.009167498487671887,0.30424938346268293,0.030745468125281852,0.17011744638034038,0.025022699576017285,0.12546373572153488,0.0015392100500111806,0.22661085,1
2018-03-31,0.05684976890320714,0.06002468690128216,0.05811318947450585,0.05808742746833545,0.004682162235137491,0.7488878933747628,0.09071519210682355,0.07985525560129658,0.07107217201254523,0.06750998924508848,0.10369446266919859,0.4266312742029866,0.437496139418239,0.5226425782429756,0.2579262242397468,0.09132632116037902,0.08751675344727536,0.10949418867876072,0.5226425782429756,0.010928841680783619,0.3552905948476398,0.011111274862904405,0.21475534905284627,0.025022699576017285,0.09045174413508916,0.0015392100500111806,0.2243327,0
2018-04-01,0.05856916136960434,0.05778242802000263,0.05278567153526319,0.056077483877247564,0.004621337605239077,0.7006740954738366,0.08998736879772126,0.07787545940100035,0.06770949144136693,0.09460026006381742,0.07347194832964696,0.4232248510444004,0.4338816896244883,0.5217068477990509,0.24638878749191845,0.08893869089427285,0.08548224854258843,0.10842655994074722,0.5217068477990509,0.009175687557406878,0.36475842665768793,0.032056334421895316,0.019050464360473085,0.02594697436801409,0.12262164538194426,0.0017732238876436842,0.22229996,1
2018-04-02,0.05610933109443128,0.0589198908294473,0.05737036026776082,0.05980155626831034,0.004050547874481739,0.7841239460925484,0.08826081005693354,0.07610517440681375,0.06595720321286995,0.13796471087422646,0.07467127727517787,0.42315982006281117,0.4309751326322977,0.5301606023019574,0.2959108868037101,0.08645890811682476,0.08384431212631438,0.1043209941011899,0.5301606023019574,0.0108519939150513,0.41168236927485413,0.028542926183779807,0.11853553374096643,0.026435270484540724,0.12277895851645645,0.004872515837149819,0.21944995,1
2018-04-03,0.06011160221275093,0.06495628358746933,0.0614201637543044,0.06558905314795879,0.007401444066789801,0.8105458025705342,0.08795832399479564,0.07542282177925708,0.0648584457407731,0.21784746988364062,0.1266698168820074,0.4267387887677334,0.4294752529631302,0.5469593389573327,0.36725724683326066,0.08417578491443413,0.08272436147924891,0.10252836796578363,0.5469593389573327,0.012979445189472926,0.4622526105891079,0.03264190246158101,0.21428116229538335,0.026435270484540724,0.14056693819964297,0.0011644173300943378,0.21663596,0
2018-04-04,0.06561823165213258,0.06402427167671321,0.05716937842315556,0.05622686757631859,0.005781821880133795,0.5977613366528718,0.08810163172370605,0.0742093787398874,0.06211006173312801,0.22033477440070764,0.17015871330306181,0.4256037632857387,0.42801359467400935,0.5474157840051762,0.3026849246685234,0.08151952070226741,0.08100968553629168,0.10386742301431445,0.5474157840051762,0.011070050301962571,0.44009676188382213,0.023272813826606564,0.25599181282431155,0.026435270484540724,0.11457210765948947,0.0009713880896131426,0.21273506,0
2018-04-05,0.05616826182338272,0.05584192840688323,0.05465192048217067,0.055568238862356414,0.007802599469845595,0.7203339492250196,0.08796719599623573,0.07292896760317738,0.05954312371451122,0.18801052269164428,0.1874684960457999,0.42511335152174795,0.4267311714519387,0.549556234157819,0.2984794544545052,0.07928596026491681,0.07935871186647575,0.09965523399253327,0.549556234157819,0.00888858982804925,0.4237793934683337,0.028542926183779807,0.18837361897150146,0.026435270484540724,0.11481321289423435,0.0009713880896131426,0.20899905,0
2018-04-06,0.05565997099981018,0.05467684457768452,0.05354733168223516,0.052845555669105676,0.0024225081839613985,0.6891512785121163,0.08837040030369103,0.07185511503425668,0.05678859031943813,0.08365631328132912,0.14105462678422998,0.4241078959390866,0.42547335915728896,0.5498501412833716,0.28072369505155365,0.0774121507615932,0.07762028341940924,0.09564941755163256,0.5498501412833716,0.0074314731404327376,0.41957537392781863,0.018002701469433308,0.34483312524627413,0.026435270484540724,0.09522377331339732,0.007589858806889657,0.2063209,1
2018-04-07,0.052776434705399555,0.05762352889934529,0.05442577920326956,0.057116809141720695,0.0030253048773766014,0.7938093924380596,0.08787142662852909,0.07075440291521864,0.05502903235139833,0.10111699873221729,0.09981973177597601,0.4261858074319872,0.42494630807460243,0.5585769935307299,0.33617333046987413,0.0760141205528458,0.07629830399054274,0.09392018950692216,0.5585769935307299,0.008969746822619428,0.4497777535372559,0.04259655913624147,0.0941665050963098,0.026435270484540724,0.14758988020620864,0.0014583312019537074,0.2049982,1
2018-04-08,0.05727736213363038,0.05855492965963734,0.05900667393016547,0.05886451720518271,0.002094072541221183,0.7554265853957479,0.0862768014976002,0.06940669488230941,0.05402179838273928,0.14632239836388478,0.08540069551978675,0.4294017800195641,0.42526632057483643,0.5686927449023792,0.3583340426937628,0.07471170998996916,0.07518612365394975,0.08913703777879103,0.5686927449023792,0.010382644870741578,0.48442956639289975,0.03147076638220929,0.0,0.026435270484540724,0.12866297015954528,0.000944508984392677,0.20462954,0
2018-04-09,0.059210703059426134,0.05957073626146054,0.054923960729043916,0.05493493881074879,0.005661320060570135,0.6724908754917678,0.08369867073258708,0.06760983532431403,0.05320607561078304,0.1799272573551545,0.11869876914152848,0.4306515843997838,0.4258105549303838,0.5713704335507568,0.32731798602328416,0.07353242447557291,0.07386574613552929,0.08926357034229382,0.5713704335507568,0.00848947363810998,0.45978065680946534,0.023272813826606564,0.26927086562882124,0.026435270484540724,0.10865340250165009,0.02696327581003539,0.20459503,1
2018-04-10,0.055340908402002356,0.05490458010914819,0.05559114163672374,0.0559302709895141,0.00387617373597088,0.7448622122458991,0.08052311498642575,0.0658534114745482,0.05317307993936382,0.1849122193783655,0.14768175516154564,0.4327939917769484,0.42674001492326785,0.5759708518048953,0.3409277703701417,0.07198808591661816,0.07270146364963095,0.08434689658396756,0.5759708518048953,0.010142303289317731,0.4414811503785394,0.03322747050126704,0.22069963908572893,0.026435270484540724,0.1264222462881318,0.0009184338370048644,0.20392841,1
2018-04-11,0.056087723666629716,0.05636853142138439,0.057386339908462244,0.0580064395068961,0.004936785107186172,0.7604782504251709,0.07752190905437209,0.06437738426158558,0.05353322436556199,0.2029364040561747,0.16726333657948583,0.43614840724586346,0.42825716336859604,0.5829891092164787,0.3698491712538045,0.0707291426016723,0.07176020641660436,0.07952771834162177,0.5829891092164787,0.01193792740545049,0.4981124656649521,0.03147076638220929,0.1813977761036933,0.026435270484540724,0.1256479789727154,0.0009184338370048644,0.20305985,1
2018-04-12,0.0578277897190788,0.07057780952315224,0.05721099657828989,0.07232214330184472,0.017189135735095694,0.9250749024572014,0.07432991451167753,0.063546879290431,0.05548903228891962,0.49248142992789107,0.2753691825253674,0.4464962555437585,0.43185725710659895,0.6078639322242135,0.5316778052533253,0.06999430905154029,0.07189955383535504,0.08868510736743535,0.6078639322242135,0.01538313580803231,0.8042028192357229,0.027371790104407753,0.3458143477345971,0.026435270484540724,0.1298036813806459,0.008764758642973696,0.20303427,1
2018-04-13,0.07253248707328608,0.07492388679949133,0.07228314359358065,0.07242644850953915,0.013908546736459118,0.7314111917881576,0.07172146235034169,0.06289936091607388,0.057153571185837346,0.7082626418396876,0.4563849715023943,0.45514342403659425,0.4367315038281808,0.6230800447465956,0.53267008784383,0.06978389443920442,0.0720373420024428,0.08752568222787711,0.6230800447465956,0.018386665040078357,0.8228028444081168,0.033813038540953064,0.2554771508255332,0.026435270484540724,0.1599441880672035,0.015098576530548958,0.20428924,1
2018-04-14,0.07212168780993841,0.0742637250494283,0.073661032157524,0.07382984008801774,0.00651572318219029,0.7479357202960866,0.06986824240159481,0.06247207062520217,0.0584058387905895,0.9058374052696105,0.6995034898920411,0.46300515101512496,0.4424439378904405,0.6330897947962059,0.5466780858570227,0.06960681609451456,0.07226622093604029,0.084563104376887,0.6330897947962059,0.020394868074077695,0.732763361203379,0.024917331687335245,0.322261449153639,0.03473655779938559,0.12211354732212668,0.27802743735559704,0.20628564,1
2018-04-15,0.07406000922506581,0.07728154132266285,0.07608749578085908,0.07915969805866316,0.006668145906394328,0.7961136568002266,0.07032966493141696,0.06257245705238725,0.058081276098529644,0.9065164331594372,0.8427093985098051,0.4721130544424587,0.44911430952311426,0.6445296187802094,0.5975826024376651,0.0696016159423621,0.07286004285938194,0.08264383242341067,0.6445296187802094,0.022423592405449312,0.7152354283875859,0.041565496008930405,0.36489369602717864,0.03599221470415205,0.16465604219447258,0.006829956483280723,0.2088983,0
2018-04-16,0.07931925411508471,0.07778113446787405,0.07492276696952169,0.07495574732776158,0.0077795844667072605,0.6782209507421711,0.07095939955340891,0.06276166585025461,0.05774937409812253,0.9064572596499526,0.9112607048127572,0.477355964437105,0.4556597035305728,0.6430371185604066,0.5466387886094222,0.06968141994737977,0.0731160561239651,0.08221101696481979,0.6430371185604066,0.02024523053593302,0.661001449459645,0.027478587736811402,0.4701562409314551,0.03599221470415205,0.12978405418896302,0.006829956483280723,0.21204865,0
2018-04-17,0.07518465838005613,0.0764808000597556,0.0742263080837869,0.07252173650090836,0.01142731020764067,0.6992512775177716,0.07081771667602807,0.06271773250833598,0.05782114748691686,0.8581314005706432,0.8947602116271164,0.48039051752908407,0.4615958339416905,0.6357612077732475,0.5183673782224376,0.06950041881589021,0.07318214877291715,0.08121315655198691,0.6357612077732475,0.017575760368404674,0.6258795278875978,0.04092518199656145,0.259901596073662,0.03599221470415205,0.1592440346116168,0.0026340867528124165,0.21493438,1
2018-04-18,0.07320637916713546,0.07513513617453407,0.07429419064837196,0.07658406835790782,0.010361439735356694,0.7811884800891989,0.07264481321948604,0.06355440071787594,0.057470181503366746,0.8205236772980331,0.8650171448777794,0.48488846307081995,0.46738203456649313,0.6339707253677368,0.5604515700562354,0.06923744644548198,0.07353338574492113,0.0789486537003922,0.6339707253677368,0.02010172801663157,0.6182538371677849,0.03964455397182322,0.213119346310003,0.03599221470415205,0.15410054006315738,0.0036127932740266638,0.21726497,1
2018-04-19,0.07654689054214224,0.07667511609511105,0.07829430116134165,0.07861872580114626,0.0118937167119559,0.7550641979027708,0.07463336585237804,0.06473159112391275,0.05765529243086731,0.8652245871527338,0.8507556397305907,0.48947408874017434,0.4730685117652609,0.6327798143144961,0.5807762554101982,0.06888896314903302,0.07400691519182956,0.07464792541771768,0.6327798143144961,0.02283399240740582,0.6264991697482369,0.051170206194466064,0.1704432572720031,0.03599221470415205,0.1830822356647935,0.005843065464302297,0.21897152,1
2018-04-20,0.07853107649393488,0.08555165921463082,0.07996796762024078,0.08719201879807245,0.01584407687223271,0.8312089343804087,0.07826975138365025,0.06630166545654767,0.056754466331608355,0.94899541649055,0.8821835718109907,0.4973253364403445,0.4794283135244682,0.6408207500637912,0.6569514762631705,0.06884199468884018,0.07506067229799579,0.07753980512924363,0.6408207500637912,0.026098110011012813,0.6647877768740861,0.024917331687335245,0.3393888546905614,0.03599221470415205,0.13249068372665043,0.004430245866694924,0.22058979,1
2018-04-21,0.08726813027279175,0.08734271763317702,0.0864184416737068,0.08796537413219918,0.013288194943015067,0.738886172634377,0.08140306020994736,0.06802188744640339,0.056759720661473584,0.9735229201930337,0.9351027584150164,0.5037696950248077,0.4860023243901218,0.6433788650696131,0.663209296765132,0.06893604978201019,0.07610154040190614,0.07602437110163673,0.6433788650696131,0.029018118733271557,0.6752271101734226,0.03900423995945426,0.29191953413280197,0.03599221470415205,0.18212220600337775,0.001081150761778513,0.22205243,0
2018-04-22,0.08845403337279371,0.08740483138887864,0.0884355081386076,0.08651783766302412,0.010648730819274534,0.7135438532477972,0.08387221395416586,0.06946312217140135,0.056946039294662354,0.9590925031972894,0.9675696757101684,0.5079347425356754,0.4922220579078604,0.6391480356013464,0.6421379321623839,0.0688926215585803,0.0769721304319955,0.07283149189234406,0.6391480356013464,0.026453471906488647,0.6676838946037974,0.03964455397182322,0.11172594243515893,0.03599221470415205,0.17940801817437968,0.001081150761778513,0.22295634,1
2018-04-23,0.08642226704502338,0.08674711424067186,0.08858108668348891,0.08851410362463558,0.011497158425218887,0.752829028422426,0.08643604574125016,0.0706998354074678,0.056586883145155434,0.9538085371370334,0.9692344318541823,0.5119778374667375,0.4981302453829936,0.6354275093370111,0.6602388600249668,0.06904051122553455,0.0779287712048044,0.06910995607688304,0.6354275093370111,0.02913234602642193,0.6636149990587874,0.03516235588523986,0.29043139237431287,0.03599221470415205,0.16700710515618852,0.0011140440236612728,0.2243758,1
2018-04-24,0.08859833090364284,0.09856226257083961,0.09078109994396347,0.10043108366234027,0.022282022730618148,0.859449754012827,0.09103535790931033,0.07308447308489147,0.05629585608408012,0.9645991332703547,0.9661478836043986,0.5208091204440094,0.5048934267619116,0.6456379657057572,0.7500440065412831,0.0697168778287356,0.07967268188490692,0.07484444768082327,0.6456379657057572,0.033263230722117475,0.7218707310310971,0.03900423995945426,0.4698328614811102,0.03599221470415205,0.1939883583488642,0.02711701463060061,0.2267559,0
2018-04-25,0.10051948136053955,0.09875626557790856,0.08875564184956475,0.08719062219217696,0.023443655916823257,0.585653345286758,0.0922155434379601,0.07479037205596428,0.0585483564684208,0.8893075671261689,0.9420107572747473,0.5207899331080801,0.5102995469665444,0.6294317520141501,0.5831834843034565,0.07007503040714906,0.08036080615913538,0.08220552469549747,0.6294317520141501,0.028975950579639927,0.6450579876945031,0.01595293551416889,0.5363558827012376,0.03599221470415205,0.13790293575037485,0.11166871471761612,0.22898646,1
2018-04-26,0.08755625461751053,0.09167672841437802,0.08760436591756063,0.09396458583925418,0.017373908918488938,0.8056205978259543,0.09380575668745961,0.0770085765008083,0.06141247259552905,0.8202430934987041,0.8958133088298753,0.5237824212650563,0.5153145575062428,0.6247610658823183,0.6338485054462193,0.07089027586508716,0.08148712556807883,0.08338144138553893,0.6247610658823183,0.03244603575478067,0.6236498189172026,0.027478587736811402,0.39750483135241105,0.03599221470415205,0.15312094537725782,0.012548650015917848,0.23123243,0
2018-04-27,0.09413822940438309,0.09311091968023594,0.0917182579630875,0.0893872555582941,0.01333916482660324,0.6794282949327414,0.0945576692818744,0.07874943583971142,0.06423878928169455,0.6883009139038848,0.8002476265928165,0.5234596866970053,0.5192521383201268,0.6118942499236109,0.5847828116085337,0.0714714394501874,0.08221468136171725,0.08207103712410001,0.6118942499236109,0.02951916474775694,0.6149902337626684,0.032446694644407484,0.4600249332296907,0.03902709575879425,0.16153752933510584,0.012548650015917848,0.23257308,1
2018-04-28,0.0886749818492102,0.09366988385711486,0.09084693482731745,0.09500563409034837,0.014026405030254827,0.7920175544803659,0.09593194093222787,0.08069910210821454,0.06678349481483833,0.7200436385083574,0.7417028308515485,0.5256096940191761,0.5228980281453653,0.6084108354810771,0.6266334224938497,0.07269997855664138,0.08329556220631354,0.08218100774334945,0.6084108354810771,0.032538561725950425,0.624039629933568,0.02305561466466932,0.36204609882910627,0.041312623466611076,0.14551458695611916,0.06653559853685886,0.23470896,1
